403.057648,405.306549,1811.552612,0.087987,0.000000,-0.339525
403.057648,405.306549,1811.552612,0.087987,0.000000,-0.339525
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
400.148193,423.811035,1818.529663,0.000000,0.000000,-1.609162
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
396.613922,424.649658,1818.607056,-0.027647,0.000000,-1.571878
399.977448,427.040314,1818.236816,-0.075647,0.000000,-3.139879
